question_id,high_interaction_chains,viewcount,?column?,number_hi_chains
265285,,155,0.172494826604251,0
20613,1,3562,1.17901542951349,3
15052,1,170439,53.8451360777048,3
269960,,1136,1.33934816244296,3
217727,,22715,17.5809327838931,3
216788,,8761,6.73982224383776,3
220753,,5017,3.95299448208885,3
173127,1,2386,1.46013115543336,2
54599,,9421,3.57797753435053,2
238971,,113,0.100460065364485,2
278511,,2638,3.36076959953495,2
255564,,72,0.0730364000418532,2
41799,,47847,17.4256015775343,2
258753,1,541,0.566452802731573,2
241960,,163,0.148332844866017,2
180323,,2588,1.64851051723231,2
271880,1,858,1.03375082543242,2
109787,,1704,0.803553946475999,2
52858,,5564,2.09972919616322,2
251773,,530,0.519101288210517,2
33346,,11899,4.22682544282221,2
194770,,136,0.0926184044413136,2
165022,,6442,3.78690763078331,2
181287,,1745,1.11685216113241,2
40660,,24917,9.03108728985353,2
255573,,619,0.627961187852386,2
227667,,445,0.369101057484898,2
160379,,2738,1.58206934573048,2
11409,1,10883,3.33895874255831,2
165512,,2961,1.74552488116524,2
151962,,3627,2.01689979199157,2
103746,,7645,3.54527957206226,2
252533,1,2082,2.05340404336978,2
11167,,7465,2.2860221785365,2
251463,,317,0.309828884948481,2
115028,,1205,0.581419739079515,2
224812,,108,0.0878026555523239,2
59330,,12548,4.84562569446959,2
229914,,14652,12.3215264522566,2
15545,,14778,4.68771513835518,2
178226,,4439,2.7981216079817,2
141763,,2014,1.0716476400172,2
234075,,1058,0.914102612166173,2
9974,,1824,0.552807714082665,2
277429,,302,0.380339649277307,2
28176,,9896,3.42185043062722,2
244011,,154,0.143048709055175,2
271811,,295,0.355010809457935,2
133033,,82550,42.5334873717558,2
244667,,1889,1.76400413686518,2
192674,1,3428,2.30756634333486,2
211089,,503,0.373301199176159,2
262671,1,132,0.14362650218262,2
111346,,35723,16.9590516448089,2
283364,1,193,0.259432050543447,2
260351,,2604,2.77020921860522,2
290847,,3624,5.4104499952801,2
22895,,79985,26.8616590764297,2
200899,,4028,2.83047053675668,2
245606,,179,0.168279321738233,2
41242,,10723,3.89646217433996,2
14750,,12635,3.98097659854682,2
218229,,820,0.636249473159788,2
78086,,5751,2.41448477447349,2
31589,1,3142,1.10537748101376,2
42584,,43241,15.7924362833546,2
167942,,1516,0.904869268060806,2
291057,,72,0.107954685271172,2
173752,,716,0.439679084247539,2
58923,,16989,6.54918231572609,2
224930,,1146,0.932264998781453,2
85028,,11273,4.88124506381365,2
15329,,15319,4.84908453471581,2
57540,,7061,2.70715551359959,2
286281,1,1819,2.55471140979134,2
192809,,1059,0.713815419622603,2
129487,,4772,2.4221255540976,2
32995,,45519,16.1402432438778,2
256662,,322,0.330287956990764,2
9380,,49770,15.0242792812705,2
277847,,1278,1.61708888413512,2
64950,,16036,6.3594084871923,2
111209,,7262,3.44603021983559,2
252193,,337,0.331624421857135,2
74425,1,6109,2.52654850574909,2
232902,,3599,3.08582731104479,2
6412,,34559,10.2139937224407,2
17358,,9274,2.98832135383376,2
290669,1,671,0.999360075411225,2
315105,1,763,1.7125295511959,2
323426,1,108,0.287425769442715,2
301289,1,2798,4.88524758984251,2
323848,,131,0.351604797996389,2
344789,1,302,1.78047702520152,2
326323,,123,0.360516936344227,2
300782,,3122,5.42039168453213,2
345312,,109,0.663017405051706,2
322934,1,165,0.433070708271104,2
295130,,478,0.75899321000343,2
315497,1,3146,7.10540543182866,2
345891,,94,0.59627985859498,2
309721,,605,1.22757103118362,2
327974,,187,0.573706320086993,2
311618,,3276,6.90248283307153,2
299837,,394,0.674853994845777,2
328600,1,216,0.676073432854291,2
297002,,438,0.717176785009908,2
315859,,188,0.428715175205972,2
338020,,121,0.516682589772636,2
332548,,159,0.56530250922532,2
305522,1,1042,1.940899250464,2
319040,,1139,2.78184287366187,2
301336,,639,1.11753973817723,2
339233,,92,0.415120262566908,2
303928,,1323,2.40671599485025,2
313842,,721,1.58102040514359,2
305194,,205,0.379094334388942,1
294653,,170,0.267546665927367,1
344402,,33,0.191267516252573,1
345919,,149,0.948259612586272,1
331435,,366,1.24783844772786,1
291701,,76,0.114542316106545,1
294667,,493,0.776139469248094,1
312739,,839,1.80528248642936,1
312741,,470,1.01132112837816,1
318534,1,422,1.01832315851777,1
294676,,171,0.269334322895364,1
297540,,413,0.681783946299197,1
330820,,53,0.176680708420499,1
327834,,120,0.366540067517189,1
320795,,176,0.43888052448624,1
309369,,98,0.197697230725781,1
341706,,129,0.653604161683289,1
309371,,354,0.714138433107112,1
314284,1,138,0.304801326450217,1
294697,,1039,1.63771126012965,1
330120,,80,0.261756312144402,1
314291,,427,0.943156279258091,1
297567,,41,0.0677039995816663,1
320802,,297,0.740785240784793,1
327840,,101,0.308522095582877,1
315812,,496,1.1303035200869,1
305241,,47,0.0869491914429645,1
337436,,75,0.31207565176133,1
302918,1,401,0.716450517727024,1
335655,1,207,0.800229623950512,1
344059,,58,0.328795834465417,1
336586,,151,0.608328056982076,1
315833,,434,0.989334424221301,1
307459,,40,0.0778467972327446,1
311149,,613,1.28133166831569,1
341070,1,63,0.309642574215634,1
341866,,44,0.224173863058876,1
342104,,42,0.217271152638194,1
300393,,161,0.277514358411438,1
300397,,117,0.201724009116214,1
302944,,612,1.09362998918217,1
300405,,104,0.179349380661216,1
312794,,176,0.378873950263227,1
327059,,181,0.542342447445143,1
297643,,798,1.31916001127081,1
291820,,57,0.0862446401157466,1
300425,,54,0.0931655326028843,1
326208,,78,0.228129885360264,1
302960,1,50,0.0893582162594183,1
329424,,516,1.65763265840926,1
318571,,103,0.248866019743281,1
341500,,925,4.65592390290861,1
337859,,137,0.57992975073721,1
339821,,99,0.457505443226851,1
340845,,120,0.584655302053297,1
330849,,346,1.15470097685144,1
294815,,352,0.556545488656118,1
297676,,49,0.0810250309470604,1
341869,,63,0.320998700365712,1
307505,,201,0.391414882172432,1
309452,1,132,0.266673338488407,1
337471,,56,0.233242549160191,1
305321,,178,0.32980158507713,1
317288,,392,0.921462119178412,1
326227,,303,0.886766095220249,1
318600,,140,0.3383650400435,1
335680,1,86,0.332582742400379,1
314367,,229,0.506428347885785,1
340611,,347,1.6754356449537,1
322070,,119,0.30596974906231,1
338921,,80,0.355051780182471,1
337476,,860,3.58273897462998,1
345089,1,179,1.07503696273697,1
312857,,1385,2.98407379288512,1
322080,,43,0.110572840349658,1
322081,,1205,3.098628144533,1
297728,,827,1.36809801255985,1
297732,,147,0.24318695772844,1
291921,,5113,7.74340610608793,1
320871,,839,2.08933797941946,1
309502,1,455,0.919855743258041,1
344405,,57,0.330419751436428,1
300533,,383,0.662728067120043,1
317322,,112,0.263629055219428,1
342820,,126,0.675550266856132,1
338226,,360,1.54860218041036,1
317332,1,1613,3.79714698474054,1
309515,,1310,2.64870193503093,1
314403,,75,0.165985451784992,1
328665,,282,0.883653776059659,1
337034,,59,0.241678012312133,1
336166,,350,1.38110059742192,1
337495,,46,0.191869500932192,1
307580,,287,0.559838117270697,1
307583,,282,0.550110213730579,1
329458,,42,0.135267399695596,1
326261,,122,0.35727256319372,1
300575,,141,0.244078280719515,1
297803,,75,0.124226391172151,1
291975,,207,0.313684436172273,1
330875,1,78,0.260446356019564,1
305422,,705,1.30912948240964,1
334243,,143,0.542501481920569,1
322115,,93,0.239245227042535,1
312914,,732,1.57856454079314,1
303119,,502,0.900653044474873,1
344176,,176,1.00250467946274,1
294950,,81,0.128289270894993,1
309542,,572,1.15690495339261,1
331493,,136,0.464661317324958,1
323316,1,220,0.583950252648805,1
322123,,74,0.190385371961966,1
340119,,311,1.46370201061291,1
305455,,232,0.431261121435974,1
292031,,226,0.342581505262052,1
294971,,447,0.708357879418527,1
292036,,101,0.153102660576293,1
297844,1,7136,11.8243794554153,1
320914,,45,0.11250610384678,1
294976,,334,0.529306493415832,1
344406,,689,3.99408793184898,1
343444,,118,0.650682632150125,1
294984,,401,0.635547422964382,1
343137,1,50,0.272351585722977,1
305471,,430,0.79977830434729,1
315955,,271,0.619065271827382,1
327115,,211,0.632895396455308,1
307633,,929,1.81479748557974,1
344180,,238,1.35580775633438,1
325364,,174,0.496786383342191,1
303172,,447,0.802754333993759,1
336636,,125,0.504843647585104,1
337905,,81,0.344265863523949,1
307640,,686,1.34061948054207,1
341893,1,42,0.214099762654176,1
337910,,243,1.032962226513,1
300637,,460,0.797077654684838,1
315976,,91,0.207918471756921,1
309589,,193,0.390703646836818,1
292098,,72,0.109188622414956,1
295017,,140,0.221961896541094,1
307653,,881,1.72210983703526,1
297921,,139,0.230641486614359,1
327935,,230,0.704544539184192,1
324425,,42,0.114638518731842,1
297929,,284,0.471252658305486,1
311321,,974,2.04204476446246,1
344569,1,110,0.641953006932471,1
317401,,218,0.513556899305335,1
338240,,158,0.67988133552616,1
323348,,144,0.382359441969604,1
311336,,558,1.1702445458944,1
295052,,207,0.328277304602657,1
292129,,603,0.91505525771601,1
311338,,310,0.650145832535842,1
303234,,385,0.691811611778384,1
300671,,386,0.669278231919364,1
332714,,54,0.193081686514898,1
303239,,447,0.803260412650578,1
307689,,384,0.751922606654158,1
