top 20 words in high interaction questions/answers 
:,-0.0009331481214915598
=,-0.0008561734098859221
is,-0.0007871902316583818
not,-0.0007619843060072086
srid,-0.0006249323242379711
description,-0.0005982771981688619
image,-0.0004416459323071044
+,-0.00041368061457221477
(,-0.00037519243257018155
AND,-0.00036146023458896097
-9999.0,-0.0003567141585868935
Depends:,-0.0003459423435863816
[,-0.00034057739192217126
BETWEEN,-0.0003362417191555471
but,-0.00030076602984882746
double,-0.0002731663260367555
as,-0.0002711041042641627
tried,-0.00027050095198290756
error,-0.0002681807588417427
],,,-0.00025096875746918667
(caller:,-0.00024461786103521403
at,-0.00024114829596832543
same,-0.0002335265708692418
script,-0.00020134257252629013
problem,-0.0001997386223519628
-,-0.00019558812227105983
following,-0.00017270093793307737
my,-0.00017204946747409033
PostGIS,-0.00016026843733507915
created,-0.00014913998540819337
has,-0.00014520583035412381
0.,-0.00014313202836521604
*,-0.0001406997062696017
packages,-0.0001372471955657787
no,-0.00013710215375506082
File,-0.0001366825469373053
file,-0.0001353179964823691
it's,-0.00012743346953967205
what,-0.00012540710791805678
FROM,-0.00012253887069657457
[1088],-0.00012230893051760701
rasters,-0.00012183101224609355
query,-0.0001207394801398372
It's,-0.00012048904484942417
This,-0.00011827950701535461
[4992],-0.00011794075442769249
apt-get,-0.00011374793314172037
run,-0.00011116136565307599
running,-0.00010928643388526788
0,-0.00010922689383257612
top 20 words in regular questions/answers 
points,0.00016149703626867516
within,0.00016532785641762892
different,0.00016766618985561616
which,0.00017178121749913912
anyone,0.00017229154762038858
each,0.00017610370464660728
NA,0.00017640499923331248
change,0.00017883732132892684
|,0.00018174899506147714
create,0.00018316251072268328
plugin,0.00019163903017298825
new,0.00019456464648933813
function,0.00019527752171879815
QGIS,0.00020169817471052919
area,0.00020704831353336186
an,0.0002074380059811803
feature,0.0002103494346653099
and,0.00021880380660574059
based,0.00021884522062812694
var,0.00022344057254940837
layer,0.00022781206518507824
ArcGIS,0.0002384329110563829
use,0.00024019534461869546
possible,0.00024566068389331197
add,0.00025702536165901006
or,0.0002596681929365233
any,0.000264296673390252
with,0.0002710886628568016
know,0.00027248115302778617
if,0.0002765485464472175
using,0.00027910649026617173
need,0.00028350825561313333
way,0.00029185372702814224
on,0.00030651230790705326
would,0.00032313682163475797
data,0.0003296271909023151
map,0.0003536950949013808
how,0.00040086197221088447
like,0.00040977117080516663
want,0.00043890008082707105
there,0.0004809158943013302
do,0.000503140397215056
in,0.0005726723731307309
for,0.000587322112125515
can,0.0007383658174557623
I,0.0009638828178725363
of,0.0012110431771233093
the,0.0018734449398694203
to,0.002231437751886771
